"","text"
"1694"," bantuan uang dan barang dr merintah sat maun swasta jumlahnya jauh lebih besar dari onsi lain dahal dilihat dr ad"
"1695"," dki jakarta bukan ovinsi miskincovid  himbauan bagi masyarakat indonesia agar menjaga kesehatan jiwa kita serta ndidikan bagi tra tri kita tumbuh dalam ancaman wabah virus covid  jangan khawatir merintah sudah menyediakan fasilitas rumah sakit baik merintah dan swasta di losok kota kota yg"
"1696","covid  himbauan bagi masyarakat indonesia agar menjaga kesehatan jiwa kita serta ndidikan bagi tra tri kita tumbuh dalam ancaman wabah virus covid  jangan khawatir merintah sudah menyediakan fasilitas rumah sakit baik merintah dan swasta di losok kota kota yg"
"1697","covid  di indonesia tuh kek gini zon bentuknya bisanya ngerusuhin kerja merintah"
"1698"," berisik satu keuntungan utk elu dan genk lu"
"1699"," esidennya k jokowi bkn soeharto ctwittercomfzkzeoqivrcovid  di indonesia ini benerbener makin rah karna warganya yang gamau dengerin a kata merintahcovid  bkn hny masalah merintah tmasalah kita bersama sbg sebuah bangsa dl bangsa ini merdeka dr njajahan dan sekarang kita hrs merdeka dr covid  indonesia sti bisa indonesia t merdeka ctwittercomlqquhdabjgcovid  adalah musuh kita semua yang harus dilawan ayoo lawan dengan hidusehat ikuti semua arahan merintah agar indonesia kembali sehat lawancovidcoronavirus disease covid jangan takut dan nik"
"1700"," cukujaga kebersihan dan tuhi imbauan merintah jangan lu ber doa anda sehat"
"1701"," kita semua sehat untuk indonesia cegahcovid lawancorona dirumahsajactwittercomkqrcrotorona meroket hari ini"
"1702"," kasus sitif hamr tembus  ribu"
"1703"," menyebar ke ovinsi di indonesia hy  ovinsi yg belum sami kn merintah blum mau mberlakukan karantina wilayah lebih memilih untuk bb yg jelas tdk bs mencegah sebaran covid  contoh kegagan merintah awal februari saat neliti dari harvard th chan school of blic health menyatakan kemungkinan covid sdh ada di indonesia ta tak terdeteksi"
"1704"," kemenkes bukannya jadikan rujukan ta menolak mentahmentah dilanjutkan dg berbagai leluconcobalah untuk memberikan dukungan moral untuk masyarakat"
"1705","bangsa dan negara indonesia dukung kebijakan merintah untuk kebaikan kita bersama untuk mari lakukan kerja nyata"
"1706","masalah litik tunggu tahun  saat ini bersatulah hada bencana wabah covidcoba merintah ri tuh tanya ke as soal sebaran covid  indonesia mungkin hasilnya akan mengagetkan cnn media buzzernya nies sudah jelas yg lockdown gubernur bodoh"
"1707"," yg disalahin jokowi damk dari mbatasan bus transjakarta"
"1708"," mrt"
"1709"," lrt"
"1710"," ra numng jadi menumk atrian nya gubernur bodoh buat kebijakan kagak siadgn resiko nya gerakansocialdistancingcina dan negara lain rnah terserang virus yang masih satu golongan dengan covid"
"1711"," mers sard dan flu burung juga flu babi"
"1712"," indonesia terlalu santuy hada"
"1713"," dan merintah kita terlalu lambat antisisi dari awal jd ya curat marut serti inicina dan negara lain rnah terserang virus yang masih satu golongan dengan covid"
"1714"," mers sard dan flu burung juga flu babi"
"1715"," indonesia terlalu santuy hada"
"1716"," dan merintah kita terlalu lambat antisisi dari awal jd ya curat marut serti inicina damk corona dimasukan secara tdk langsung nyawa kita terancam demi kentingan mereka krn utang klu utang buat rakyat kndri awal tdk mau lockdownklu utang demi rakyat tdk akan ada kasus jiwasraya dan asabri dan rtamina lainnya yg dirugikanchina dan bebera negara lain melawan covid indonesia melawan covid"
"1717"," nimbun masker"
"1718"," nyebar hoax dan orangorang kela batu tidak mau di rumah berat kerjanya merintahchina dan bebera negara lain melawan covid indonesia melawan covid"
"1719"," nimbun masker"
"1720"," nyebar hoax dan orangorang kela batu tidak mau di rumah berat kerjanya merintahcerita ngalaman covid di indonesia"
"1721"," merintah nya in warganya"
"1722"," warganya cari untung"
"1723"," warga mam minta minta sama yg niat bantu"
"1724"," yang tidak mam msh berjuang"
"1725"," meninggal tdi tolak kubur di suatu daerah"
"1726"," ambulans di timk batu ckck indonesia kucara merintah indonesia menangani virus covid adalah dengan membuat istilah ctwittercomkdfudabyk usaha kecil tutuselama bulan ail"
"1727"," mei"
"1728"," juni damk lock down otomatis listrik tidak terkai selama tiga bulan"
"1729"," abila masih kenak biaya  diambil dr rata bulan lalu"
"1730"," menurut saya kurang osiinalbutuh cadangan uang yang besar untuk lockdown total sebuah negara ada sebuah negara yang kelihatan ogah lockdown sesaat"
"1731"," agar damk gak makin rah"
"1732"," begitu bingung gimana gak bingung"
"1733"," kebutuhan nutrisi sama riwisatanya aja ngutang kasihan ame tenaga medisnyabukannya rakyat indo kemaren malah yang mulai duluan ngeremehin si virus covid kaget saya kalo kemaren ada rakyat indonesia rnah kasih ringatan untuk wasda  merintah sama rakyat sama aja dahbukannya jadiin cadangan malah di eksr"
"1734"," kearoganan merintah dulu yang menganggacovid tidak bakal masuk ke indonesia giliran udah ada yang sitif kocarkacir kan covid cotmenkesterawanbukannya jadiin cadangan malah di eksr"
"1735"," kearoganan merintah dulu yang menganggacovid tidak bakal masuk ke indonesia giliran udah ada yang sitif kocarkacir kan covid cotmenkesterawanbukan virus yang gak kuat dengan cuaca indonesia"
"1736"," ta rakyat yg gak kuat di in terus"
"1737","janji nya busuk akal akal lan aja"
"1738","a biar dat bantuan seluruh rakyat harus terr covid dulu"
"1739","tolong ra wakil rakyat rtanyakan kinerja merintah ini yg lamban menghada sesuatubukan saatnya berkomentar negatif dgn tindakan merintah"
"1740"," belum terlambat utk melakukan langkah ncegahan wabah covid menyebar luas di indonesia"
"1741"," lakukan yg terbaik utk rakyat indonesia  kita rang melawan covid"
"1742"," kita bisa bukan mengecilkan kerja keras merintah"
"1743"," taksi video diatas dilakukan setelah covid  sdh masuk indonesia artinya agak terlambat skrg yg kami haraan hanya merintah membuat  membuka ta nularan agar kami bisa lebih wasdabukan hanya di indonesia aja ndul mikir lah oduksi brik nya kl sblm covid  br tauâ ada covid  ya otomatis kekurangan stock hrs di maklumi"
"1744"," jangan salahkan merintah dong salahin aja brik nyabukan di sisi ekonomi saja"
"1745"," sisi ikologi"
"1746"," sosial"
"1747"," juga mengakibatkan damk"
"1748"," ingat banyak warga yg negara meneraan lockdown menjadi stress karena ditutuakses nya dan mobilitas nya"
"1749"," lu kalo nggak ngerti ikologi nggak bakal tau wkwkw belajar dulu sana baru bacot lagibukan cuma di indonesiadi negara jiran malaysia juga serti itudana haji mereka investasikan ke bumn merekajuga surat utang negara makanya jangan ngegas dulu oleh merintah dialihkan a bila tidak ada ijin haji oleh arab saudiuang itu untuk nanganancovid buat temen diem dulu ya  hari di rumah"
"1750"," ayo kalo kalian cinta sama indonesia sayang sama keluarga dan ingin covid  ini berakhir ease toloooong nurut dulu sama yang di rintahin merintah tolooong "
"1751"," tolooong diam di rumah dulu ya ga lama kok cuma  hari ajabuat semua teman netizen yg terhormat"
"1752","k terawan udh berusaha dgn baik memberantas covid di indonesia dan begitu jg dgn merintah kita"
"1753","utk itu kita jgn mencari setitik kelemahan dan buta akan sejuta kerja keras mereka berantascovidbuat saudaraku semua "
"1754","jgnlah rasa cemas dan nik dgn adanya virus covid  ini"
"1755","marilah kita ikut saran merintah"
"1756"," dan berdoa bersama sesuai dgn agama kita masing"
"1757","karna doa orang yg mengharaan tuhan itu sti didengar oleh tuhan s covid  ini bisa berakhir di indonesiabuat orangorang yang selalu bilang ayolah lockdown or whatever gini ya"
"1758"," kalau negara itu lockdown"
"1759"," orangorang yang kerja uh harian gimana yang harus jualan kayak biasanya gimana kebijakan lockdown itu tidak  bisa menghasilkan damk sitif buat lu semua yang masih tambeng klo di bilangin merintah di rumah aja ta masih aja doyan nongkrong terus dengan bangga lu merin ke sosial media lu sini bola mata lu gue taro den ti suya lu bisa liat dengan jelas sudah bera banyak kasus covid  di indonesiabrow "
"1760"," lihat india dan malaysia"
"1761"," negara menganggarkan biaya untuk rakyatnya krn damk lockdown setidaknya merintah kita juga bisa melakukan hal yg sama masa mencari danna buat yg lain bisa ikn"
"1762"," buat rut rakyat ga bisab esiden yth"
"1763"," faktaya banyak negara membuat kebijakan lock down dan bb"
"1764"," namun hasilnya yng diharaan belum tercai"
"1765"," namun damk negatif kebijakan tsb yng muncul dan langsung dirasakan"
"1766"," risikonya juga sangat besar untuk masalah sosial ekonomi ke denb esiden yth"
"1767"," faktaya banyak negara membuat kebijakan lock down dan bb"
"1768"," namun hasilnya yng diharaan belum tercai"
"1769"," namun damk negatif kebijakan tsb yng muncul dan langsung dirasakan"
"1770"," risikonya juga sangat besar untuk masalah sosial ekonomi ke denb esiden dan jajarannya amatir"
"1771","dalam menangga ndemi covid "
"1772","banyaknya korban dari tenaga medis bisa mencerminkan bahwa dukungan alat dan rlengkan medis kurang b harusnya lebih cet tanggadari merintah daerah di indonesia haran saya semogaboleh aja sih lihat banyak yg sembuh dari chinata liat dong bagaimn yg dilakukan dan kesian merintah sana dlm menghada wabah makanya banyak yg sembuh kalo dari esentase yg meninggal di indonesia karena covid tinggi itu kasusnya masih dikit yakeliatan gk siaya bisakah juru bicara merintah untuk nanganan virus corona covidachmad yuriantomenanyakan rihal masker gratis untuk rakyat indonesia da  agar tak ada isu jutamaskerhoaxjokowibisa dibilang covid di indonesia saat ini masih mengetuk ntu rumah dan bilang assalamualaikum dengan kondisi merintah dan masyarakat yg kurang aware"
"1773"," sia saja suatu saat di ncaknya seluruh stadion bola yg jadi rumah sakit rawatan bisa diartikan berarti warga rcaya dgn uya merintah terkait nanganan covid diminta u berdiam dit aman tmrk memilih u tetaberlibur tindakan merintah saat ini sudah tet masyarakat mohon tingkatkan kewasdaannya"
"1774"," menuju indonesia bebas coronabingung deh w sm orngâ yg mengkritik tan memberi solusi ke merintah ihal covid "
"1775","klian kir ber kali mrka memutar otak untk mencari ide agar indonesia kembali lih"
"1776","tolong jadi lah orang yang bisa membantu bukan hanya mengkritik tan dasar ok besmart dirumahajabingung aja gtu ama netizen indonesia seharusnya dengan adanya kabar bahwa obat covid sudah ada ini mereka ini bersyukur  sebuah inisiatif yang baik yg di lakukan merintah eh bukannya bersyukur malah mencela mimnnya dasar aneh kalian"
"1777","biarn warga as byk terjangkit viruschina tmerintahnya serius ga ke tik tok meminimalkan damk viruschina langsung lockdown "
"1778","biarkan esiden berkir yg matang dan mengambil ketusan kira damk dari lockdown itu baik atau buruk bagi rakyat "
"1779","biar gak dibilang bikin tweet atau ngretweet kterus kan mending ngungkan ndat atau ngeluarin suara tentang bagaimana kondisi indonesia saat ini menurut saya ketusan merintah membebaskan semua tahanan termasuk tahanan k terkait virus covid itu kurang tet"
"1780","biar gak dibilang bikin tweet atau ngretweet kterus kan mending ngungkan ndat atau ngeluarin suara tentang bagaimana kondisi indonesia saat ini menurut saya ketusan merintah membebaskan semua tahanan termasuk tahanan k terkait virus covid itu kurang tet"
"1781","bgn tdr lgsg sadar kok bisanya gue jd warga indonesiague malu bgt woy di luar negeri da ngikutin arahan dari merintah dirumahaja bkn malah berbondong ramai bwt demo ngusir jenazah covid krn takut tertular mikiran kalian menjijikan ajg alias emg gamng dibegoin"
"1782","bgn tdr lgsg sadar kok bisanya gue jd warga indonesiague malu bgt woy di luar negeri da ngikutin arahan dari merintah dirumahaja bkn malah berbondong ramai bwt demo ngusir jenazah covid krn takut tertular mikiran kalian menjijikan ajg alias emg gamng dibegoin"
"1783","bgmn klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid twittercomwiagifgui"
"1784","bgmn klo jenazah covid diterlantarkan s di equador akan lebih rah lho masyarakat mestinya sadar merintah sdh menangani jenazah covid sesuai standar otocol yg berlaku ayorasionalmenghadandemikcovid twittercomwiagifgui"
"1785","betul sekali rintah masih mikir damk ekonomi kl locdown hl jl tidak dilakukan costnya aka lebih gede buat nanganan sien kl lockdown hanya rmainan melawan virus itu sendiri dengan karantina smua terdamk negara akan c lih dan bisa kembali normal"
"1786","betul sekali tidak ada ketegasan dari merintah dan wabah covid sudah hamr merata di seluruh wilayah indonesia tambah klimngan lagi merintah nanganinya"
"1787","betul sekali gila kasian teken gw dirumahkan krn kena damk lockdown rumahnya luar lau duit menis mau lang gabisa kelaran di kos gada yg merhatiin sedih bgt"
"1788","betul sekali ustad tsayang sekali langkahnya dianggamerugikan merintah trus semoga goodbener indonesia k ntang menyerah dan sabar demi warga dki jakarta bebas dari virus covid  ini "
"1789","besok sabtu sudah hari ke  covid  di indonesia tetawasda dan tolong jangan keluar rumah saya yakin ini akan berakhir amin bantu merintah dan bersama sama saatnya sadar diri dan duli sesama covidout dirumahaja cicingdiimah"
"1790","bertambah jadi banyak yg kena covid trs yg nyalahin tenaga medis atau merintah udh tau indonesia sdm nya terbatas indonesia emang blm siangaden corona ya krn orang yg otaknya macem elu elu da emosi aing"
"1791","bersyukurlah kita b jokowi blm meneraan lockdown snuhnya srti italia malay dan yg rah india ikuti intruksi dengan baik agar tetadirumahaja hami damk lockdown tuh kek a agar km tau seberat a lockdown"
"1792","bersatu mengatasi covid ibu rtiwi dan dunia kedatangan tamu makhluk terkecil tdk kasat matacovid teruslah semangat bangsa indonesia makin disiin tuhi tunjuk merintah jangan sembrono tdk usaha nik bersama jaga sehat berdoa smg covid sgr meredasirna"
"1793","bermaksud menghindari kegaduhan sikatertutumerintah indonesia malah berdamk da lambatnya nanganan nyebaran covid "
"1794","bermaksud menenangkan ta keliru dan menyesatkan dan tidak berdasar alagi yang mengucaan adalah jabat merintah terbukti merintah tidak memiliki kesian dan tidak mam menghada covid indonesia sudah di urutan no  didunia tingkat kematian yang terjadi ctwittercomvimnwwwbr"
"1795","berita bahagia banyak mberitaan menyebutkan bahwa korban covid dat sembuh namun ingat tetadisiin ikuti ajakan merintah untuk melakukan uya ncegahan coronabisadisembuhkan  subang indonesia "
"1796","berikut ini kelanjutan rnyataan sikamasyarakat sil terkait nanganan covid di indonesia kami cemas dengan tidak kanya merintah meresns krisis kita harus bersuara lebih lantang ctwittercomvqhojfbick"
"1797","berayukurlah bangsa indonesia ketika merintah sibuk ngurus diri sendiri ada anakanak bangsa yg ikhlas menolong saudaranya bimbel online ruangguru mereka gratiskan saat negeri dilanda covid yg sejak mula diabaikan merintah dahal tiatahun rakyat byr ran t "
"1798","bera banyak kebaikan yang kamu lihat selama ndemi covid ini melihat merintah indonesia yang kocarkacir menangani damk virus masyarakat dari berbagai njuru berinisiatif membantu asumsi berkesemtan mewawancarai bebera di antaranya "
"1799","benerbener ya merintah indonesia handle kasus covid berantakan banget ga ada koordinasinya k anda esiden sah melalui milu loh ya harusnya anda mengkoordinasikan seluruh sumber daya dengan baik"
"1800","bener jadi mbelajaran banget sih sikamerintah di awal baru ada issue covid dan belum ada yg susct di indonesia âjangan rnah takaburmenyelekan sesuatuâ dan kecewa bgt jujur sm nanganannya gue di team anies untuk soal ini"
"1801","bener mas lockdown tidak smudah yg dibayangkan makanya sy rcaya merintah tidak dg mudah segera memberlakukan kebijakan itu karna damk nya sgt besar"
"1802","bener dok bukan satnya saling serang saling menyalahkan tolong ra merintah kita saling gotong royong untuk melawan kasus ini tolong k mari kita satukan rbedaan demi suatu tujuan indonesia bebas covid kalo serti ini terus kurva kematian akan terus naik"
"1803","bener bgt tu kak disangkanya lockdown segamng yg mereka kira a mereka ga mikir a damknya gmn ihsg aja anjlok terus dikira government tidur a esident kan mikir damk di segala ask cak tau ngaden org yg kir ndek gitu "
"1804","benar kejahatan luar biasa bayangkan kalau covid  ini rtama kali terjadi di indonesia  rakyat indonesia sekarang myngkin sudah berada didalam tanah gara merintah yg memble lamban dan sok jaga rasaan orang "
"1805","benar ini jokowi licik jika ada kegagalan krn damk tidak adaterlambat lockdown  nangan scr fisik di langan total  korban covid bertambah rah maka lgs menimkan kesalahan ke ketua bn"
"1806","benar kok cuma ojol sedangkan kerja buruh harian yg terkena damk serti ini sama serti ojol bahkan bs di bilang lbh tertekan karna nggk bs kerja a lg meeintah memberlakukan lock down atau tdk nggk jls sangat berlarut ini yg jd masalah"
"1807","benar kok cuma ojol sedangkan kerja buruh harian yg terkena damk serti ini sama serti ojol bahkan bs di bilang lbh tertekan karna nggk bs kerja a lg meeintah memberlakukan lock down atau tdk nggk jls sangat berlarut ini yg jd masalah"
"1808","belumnya harus ikuti otokol satdan rtimbangan damk ekonomi sosialnyacukujaga jarak dan gunakan maskerbg yg sakit sadari dan stay at homejg riksa kesehatannyadan sat yg menentukan kebijakan bukan daerah itu sajakita semi lockdownbukan totalkir damk dulu"
"1809","belum lockdown aja damk ke kerja jasa udah berasa bgt domt makin hari makin ti gmn beneran lockdown rtanyaannya kl lockdown merintah bisa atau mau kasih tunjangan buat warga dan hewan ternak a mam a mam jg nnti balikin kondisi ekonomi"
"1810","belum dilockdown masyarakat bawah sdh ada yang kekaran alagi yg cuma latah lockdown tan rencanaan matang tentu semakin banyak kasus kek gini lebih baik mda ikuti langkah sat biar nanganan dan damk wabah corona bisa diorganisir scr baik "
"1811","belum ada satu negaran yg menang dalam rang ini alagi negara yg tidak mengkarantina wilayahnya dengan jumlah test yang sangat memihatinkan dan masih membiarkan orang lalu lalang dengan alasan ekonomi codvid lockdownindonesia"
"1812","belum ada satu negaran yg menang dalam rang ini alagi negara yg tidak mengkarantina wilayahnya dengan jumlah test yang sangat memihatinkan dan masih membiarkan orang lalu lalang dengan alasan ekonomi codvid lockdownindonesia"
"1813","beli alat tes covid  s tes massal ioritas untuk anggota d ri beserta keluarga habis  org sisanya untuk rakyat indonesia sungguh mulia merintah cc "
"1814","beda sama indonesia merintah sat malah mencoba lari dari tanggung jawab dengan wacana meneraan darurat nasional utk melawan ndemi covid raja salman akan biayai semua sien virus corona di arab saudi warga lokal hingga wna "
"1815","bebera tahun keden akan terungkakasus sebenarnya mengenai covid di indonesia karena merintah tidak terbuka senuhnya mengenai data"
"1816","bayangkan ternyata data dari merintah itu bohong ahal di indonesia ga ada yang kena virus covid"
"1817","basicly mbak nya setuju toh lagi sy hny tidak setuju jika lockdown di sandingkan terus dgn damk ekonomi ini bukan lihan win win solution tini soal memilih resiko terendah dgn menomor satukan nyawa rakyat diatas segalanya"
"1818","barusan dat kabar di krayan daerah rbatasan sangat terasa damk dari covid malaysia lockdown dan secara otomatis suy ngan dan bbm terhenti terjadi kelangkaan imbasnya listrik hanya hidu jam dan  bahan kok ngan kosong belum ada media yg melit"
"1819","baru terjawab skrg di indonesia korban kelaran lebih banyak dari kasus covid ta merintah sertinya cuek kena karena korbannya orang miskin ctwittercomwmohzfmkky"
"1820","baru  bulanan wabah covid  melanda indonesia uang negara tiba langsung habis menis kemana hasil kerja merintah selama ini"
"1821","baru  bulanan wabah covid  melanda indonesia uang negara tiba langsung habis menis kemana hasil kerja merintah selama ini"
"1822","banyak yg blng ângain rachel vennya galang dana kan itu tanggung jwb merintahâ hey jgn salahkan merintah senuhnya kalian tau kan indonesia masih dlm kategori negara berkembang gmn kl âmisalnyaâ covid ini makin rah ky italia "
"1823","banyak yang kurang ham ntingnya lockdownindonesia rata anak muda berkir damk negatif lockdown akan begini dan akan begitu dahal lockdown itu hanya  minggu ling lama  bulan kita tuskan mata rantai nyebaran virus  urusan ekonomi dan rut itu nomor dua"
"1824","banyak o dan kontra dengan nanganan covid di indonesia terutama soal lockdown kebijakan merintah yang sami saat ini belum lockdown bagi sy itu yang terbaik karena bukan cuma  wilayah saja yang di fikirkan ta seluruh indonesia semoga masih banyak orang yang smart"
"1825","banyak orang indonesia sibuk membandingkan bagaimana resn atas situasi terkait covid antara merintah indonesia dan merintah negara lain yang lu dilakukan adalah membandingkan sikadirinya sebagai warga negara terhadamasyarakat dunia yang negaranya dibandingkan"
"1826","banyak orang indonesia sibuk membandingkan bagaimana resn atas situasi terkait covid antara merintah indonesia dan merintah negara lain yang lu dilakukan adalah membandingkan sikadirinya sebagai warga negara terhadamasyarakat dunia yang negaranya dibandingkan"
"1827","banyak masyarakat indonesia ingin indonesia locksdown a mereka tau damknya jika di lockdown cukukita di rumah aja itu udh bisa bisa membantu merintah untuk mengatasi virus covid"
"1828","banyak hikmak dlm kejadian di negara kitacovid timbul di negara kita menjadi satu cambukan buat merintah kita suya sadar akan menjalankan tugasterutama bekerja buat rakyar dan bumi kita indonesiabukan korui dan bebaskan koruor"
"1829","banyak damk yang bakalan terjadi kalo indonesia di lockdown gua yakin merintah juga ga buta soal ini trs juga masih banyak hal yang hrs dirtimbangin sma merintah yang kita lakuin cukuberdoa dan melakukan yang terbaik untuk ncegahannya syat safee"
"1830","bangsa indonesia adalah bangsa juang di tengah nyebaran covid saat ini mari bersama menjalankan fungsi dan tugas sesuai arahan merintah bersama kita tus mata rantai nyebaran covid bangsakukembalibangkitctwittercomzkjfqlhy"
"1831","bang silahkan simak dengan baikdamk dari kebijakan malaysia dg meberlakukan lockdownjadi kalau usul dan beri masukan ke merintah jangan asal bunyi dasarnya ikutan atau sengaja menjerumuskan mirantah bijaklah kalian "
"1832","bandingin wabah sars dan mers ke covid   belajar dulu semua hal soal sars dan mers baru bandingin ke sekarang covid  kalau cuma indonesia yang kacau karena covid  ntaslah kita bilang merintah tidak melakukan an"
"1833","bahwa merintah nya rtimbangan lain wajar saja mungkin hitungan ekonomi tidak kuat kalau harus lockdown total  negara atau damk ke rtumbihan ekonomi atau rtimbangan lain yang rlu adalah kejelasan sikadan strategi merintah untuk nanganan di masa krisis ini"
"1834","bagi yg suka menghujat merintah indonesia karena wabah covid standar a yg kalian kai untuk menghujat  lihat bagaimana kondisi kota new york yg dikatakan ibu kota dunia sami yg dikubur n sudah tidak diketahui identitas atau keluargany n kerabatny"
"1835","bagi sodara se indonesia mari ikuti anjuran merintah agar indonesia terbebas dari covid kalo begini terus kan kita bisa cari makannya jadi tolong ease ikutin anjuran merintah"
"1836","bagaimana blik tdk da nik di ibukota indonesia sementara setiahari juru bicara merintah yg menyamikan  uate covid   jumlah warga ri terus bertambah jumlahnya yg terinfeksi virus covid  diluar yg tewas bgm blik tdk nik"
"1837","bagaimana dg indonesia sudah sentasnya merintah yg abaikan lemot dan malah cengengesan dlm menangani covid  digugat  cc "
"1838","bacalah inilah bentuk ketidakseriusan merintah indonesia dalam menangani virus corona  covid "
"1839","baca berita disana sini tentang covid di indonesia malah makin stress sendiri merintah betulbetul belum siamenghada wabah ini stay safe semua beneran deh sekeluarga mending sebisa mungkin banyakin rebahan aja di rumah"
"1840","babak belur menjaga kesehatan mental ttiahari disuguhi berita kebijakan merintah indonesia mengatasi covid ah memang saat ini semua sedang luculucunya"
"1841","babak belur menjaga kesehatan mental ta tiahari disuguhi berita kebijakan merintah indonesia mengatasi covid"
"1842","ayooo indonesiaaa lukan rbedaan litik suku ras golongan kentingan kita satu kita manusia tolong bantu merintah tugas medis  sian yg terlibat rang dgn covid tolong jangan nyinyir alagi nyebar hoax ayo komk indonesia "
"1843","ayooo indonesiaaa lukan rbedaan litik suku ras golongan kentingan kita satu kita manusia tolong bantu merintah tugas medis  sian yg terlibat rang dgn covid tolong jangan nyinyir alagi nyebar hoax ayo komk indonesia "
"1844","ayolah aku karo koen kan do do ga ngerti se kondisi sebenarnya covid iki yo o ndk indonesia manuto ta lah karo merintah  tim medis sing jelas jelas lebih mengetahui manut karo sing luwih ngerti kok angel banget sih"
"1845","ayolah rakyat indonesia sadar jangan ngeyel trs ikutin merintah bantu lawancovid workfromhome dirumahaja jgn kluar dl kl gk tg amt hnya ini yg bisa menyetonluran covid agar indonesia bisa c lih kmbli sti sedia kala dgn bebas dri covid"
"1846","ayolah kita bersama nuh uimisme mengikuti arahan merintah dalam menghentikan sebaran covid di indonesia tak rlu sok hebat membuat dalil dalil seolah jagoan bravo indonesia"
"1847","ayolah kita bersama nuh uimisme mengikuti arahan merintah dalam menghentikan sebaran covid di indonesia tak rlu sok hebat membuat dalil dalil seolah jagoan bravo indonesia"
"1848","ayorakyat ku indonesia beramai ramai kita cegah nularan virus corona covid  dengan cara mengikuti raturan merintah ri sti nkri bisa ctwittercomwaohqcbxil"
"1849","ayorakyat ku indonesia beramai ramai kita cegah nularan virus corona covid  dengan cara mengikuti raturan merintah ri sti nkri bisa ctwittercomhrzkhyme"
"1850","ayorakyat ku indonesia beramai ramai kita cegah nularan virus corona covid  dengan cara mengikuti raturan merintah ri sti nkri bisa ctwittercomgyoif"
"1851","ayorakyat ku indonesia beramai ramai kita cegah nularan virus corona covid  dengan cara mengikuti raturan merintah ri sti nkri bisa ctwittercomxmjmmr"
"1852","ayo k jendral ambil kebijakan yg rlu untuk segera mengatasi covid  rakyat bersama merintah bismillah kita bisa"
"1853","ayo korasi dan umkm indonesia kita dukung merintah menangani virus covid dengan mengajak masyarakat melakukan nyemotan disinfektan secara mandiri semotcorona nyuluhkorasi klkemenkokldemak twittercommmlxoehhfm"
"1854","ayo korasi dan umkm indonesia kita dukung merintah menangani virus covid dengan mengajak masyarakat melakukan nyemotan disinfektan secara mandiri danâ "
"1855","ayo kita smua rakyat indonesia berdoa s kt terbebas dr virus corona  ini dan kt doakan k merintah terutama b esiden ri dlm mengambil kebijakanketusan dlm nanganan covid  agar wabah global ini cet selesai dan teratasi khususnya di indonesia"
"1856","ayo kita indahkan himbauan dari merintah himbauan dari ra ulama agr mata rantai covid  di indonesia  dunia bisa tertus indonesia adalah negara besar emang udh hrsnya msyarakt tuh dan aware terhdahimbauan yg diberikan demi indonesia yg sehat aksinyatalawancorona"
"1857","ayo indonesia kita bisa lawan covid ikuti anjuran merintah social distancing dan kerja dari rumah kesadaran kita adalah kunci menang lawan corona indonesiakuat indonesiabersatulawancorona"
"1858","ayo bangsa indonesia sudah waktunya kita satukan tenaga dan kiran kita utk bergotong royong melawan virus covid tuhi saran dan ajakan dr merintah setemt utk tetadirumah menghindari kerumunan massadan cuci tangan dng sabun"
"1859","awalnya sy berkir bahwa damk lockdown itu sangatlah fatal bagi ekonomi negara namun setelah dikir ekonomi masih bisa dirbaiki ta nyawa manusia tidak bisa dikembalikan humanis lebih nting dra sekedar visioner "
"1860","awalnya nolak lockdown dengan alasan damk ekonomi dan lockdown akan menyengsarakan rakyat bawah s udah meriang minta lockdown ngak duli damk ekonomi dan ngak duli rakyat bawah lagi  cuma katanya di ubah karantina wilayah jancuk"
"1861","awalnya nolak lockdown dengan alasan damk ekonomi dan lockdown akan menyengsarakan rakyat bawah s udah meriang minta lockdown ngak duli damk ekonomi dan ngak duli rakyat bawah lagi  cuma katanya di ubah karantina wilayah jancuk"
"1862","awalnya nolak lockdown dengan alasan damk ekonomi dan lockdown akan menyengsarakan rakyat bawah s udah meriang baru minta lockdown ngak duli damk ekonomi dan ngak duli lagi damknya terhadarakyat bawah  cuma katanya di ubah karantina wilayah"
"1863","awal masuknya covid merintah dgn tegas mengatakn akn menindak tegas aku yebar hoax  ovokator soal covid tn trkecuali krn ud meresahkn msyrkt lalu bgmn dgn org dbwh ink  buktikan k bhw indonesia adlh negara hukum tindakovokatorcoronactwittercomyzfijgw"
"1864","aturan sudah dibuat jgn lu ditaati makin banyak sangsi dan denda lockdownindonesia bb aturanctwittercomcbsiibefyf"
"1865","atasi virus cabut omnibus ã di tengah carut marutnya merintah dalam menghada covid anggota d justru lebih mementingkan mbahasan omnibusuk law yang akan semakin meminggirkan kita semua ketimbang memikirkan keselamatan masyarakat indonesia atasiviruscabutomnibusctwittercomzwkuuniuj"
"1866","atas dasar a datanya ini bulek fa jgn cari sensasi aja ta cari solusinya gmn cov hilang damk ekonomi sdh sangat terasa himbauan lockdown  dirmh aja ta mol msh buka jualan ngunjung juga di obrak ngga jelas jadinya"
"1867","atas dasar a datanya ini bulek fa jgn cari sensasi aja ta cari solusinya gmn cov hilang damk ekonomi sdh sangat terasa himbauan lockdown  dirmh aja ta mol msh buka jualan ngunjung juga di obrak ngga jelas jadinya"
